ID,Replicate,Bottleneck,Total spacers,Zero,One,Two ,Three ,Four,FiveOrMore,Single,Multiple,pfu
.1.1,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.2,1,1-clone,2,0,0,1,0,0,0,0,1,5.80E+09
.1.3,1,1-clone,1,0,1,0,0,0,0,1,0,5.80E+09
.1.4,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.5,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.6,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.7,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.8,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.9,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.10,1,1-clone,1,0,1,0,0,0,0,1,0,5.80E+09
.1.11,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.12,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.13,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.14,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.15,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.16,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.17,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.18,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.19,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.20,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.21,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.22,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.23,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.1.24,1,1-clone,0,1,0,0,0,0,0,0,0,5.80E+09
.2.1,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.2,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.3,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.4,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.5,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.6,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.7,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.8,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.9,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.10,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.11,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.12,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.13,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.14,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.15,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.16,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.17,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.18,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.19,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.20,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.21,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.22,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.23,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.2.24,2,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.3.1,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.2,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.3,3,1-clone,1,0,1,0,0,0,0,1,0,3.60E+09
.3.4,3,1-clone,1,0,1,0,0,0,0,1,0,3.60E+09
.3.5,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.6,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.7,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.8,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.9,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.10,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.11,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.12,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.13,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.14,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.15,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.16,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.17,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.18,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.19,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.20,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.21,3,1-clone,1,0,1,0,0,0,0,1,0,3.60E+09
.3.22,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.23,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.3.24,3,1-clone,0,1,0,0,0,0,0,0,0,3.60E+09
.4.1,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.2,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.3,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.4,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.5,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.6,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.7,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.8,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.9,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.10,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.11,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.12,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.13,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.14,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.15,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.16,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.17,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.18,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.19,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.20,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.21,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.22,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.23,4,1-clone,1,0,1,0,0,0,0,1,0,0.00E+00
.4.24,4,1-clone,1,0,1,0,0,0,0,1,0,4.60E+10
.5.1,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.5.2,5,1-clone,6,0,0,0,0,0,1,0,1,4.60E+10
.5.3,5,1-clone,3,0,0,0,1,0,0,0,1,4.60E+10
.5.4,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.5.5,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.5.6,5,1-clone,6,0,0,0,0,0,1,0,1,4.60E+10
.5.7,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.5.8,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.5.9,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.5.10,5,1-clone,4,0,0,0,0,1,0,0,1,4.60E+10
.5.11,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.5.12,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.5.13,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.5.14,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.5.15,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.5.16,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.5.17,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.5.18,5,1-clone,3,0,0,0,1,0,0,0,1,4.60E+10
.5.19,5,1-clone,4,0,0,0,0,1,0,0,1,4.60E+10
.5.20,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.5.21,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.5.22,5,1-clone,4,0,0,0,0,1,0,0,1,4.60E+10
.5.23,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.5.24,5,1-clone,2,0,0,1,0,0,0,0,1,4.60E+10
.6.1,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.2,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.3,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.4,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.5,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.6,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.7,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.8,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.9,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.10,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.11,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.12,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.13,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.14,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.15,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.16,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.17,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.18,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.19,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.20,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.21,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.22,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.23,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
.6.24,6,1-clone,4,0,0,0,0,1,0,0,1,0.00E+00
7.1,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.2,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.3,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.4,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.5,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.6,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.7,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.8,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.9,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.1,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.11,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.12,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.13,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.14,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.15,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.16,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.17,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.18,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.19,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.2,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.21,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.22,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.23,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
7.24,7,1-clone,1,0,1,0,0,0,0,1,0,700000000
8.1,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.2,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.3,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.4,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.5,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.6,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.7,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.8,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.9,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.1,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.11,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.12,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.13,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.14,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.15,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.16,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.17,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.18,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.19,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.2,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.21,8,1-clone,5,0,0,0,0,0,1,0,1,1.00E+12
8.22,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.23,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
8.24,8,1-clone,1,0,1,0,0,0,0,1,0,1.00E+12
9.1,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.2,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.3,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.4,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.5,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.6,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.7,9,1-clone,4,0,0,0,0,1,0,0,1,2.60E+10
9.8,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.9,9,1-clone,4,0,0,0,0,1,0,0,1,2.60E+10
9.1,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.11,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.12,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.13,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.14,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.15,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.16,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.17,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.18,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.19,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.2,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.21,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.22,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.23,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
9.24,9,1-clone,1,0,1,0,0,0,0,1,0,2.60E+10
10.1,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.2,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.3,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.4,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.5,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.6,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.7,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.8,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.9,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.1,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.11,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.12,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.13,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.14,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.15,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.16,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.17,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.18,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.19,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.2,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.21,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.22,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.23,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
10.24,10,1-clone,2,0,0,1,0,0,0,0,1,3.40E+09
11.1,11,1-clone,1,0,1,0,0,0,0,1,0,18000000000
11.2,11,1-clone,3,0,0,0,1,0,0,0,1,18000000000
11.3,11,1-clone,2,0,0,1,0,0,0,0,1,18000000000
11.4,11,1-clone,2,0,0,1,0,0,0,0,1,18000000000
11.5,11,1-clone,2,0,0,1,0,0,0,0,1,18000000000
11.6,11,1-clone,2,0,0,1,0,0,0,0,1,18000000000
11.7,11,1-clone,0,1,0,0,0,0,0,0,0,18000000000
11.8,11,1-clone,2,0,0,1,0,0,0,0,1,18000000000
11.9,11,1-clone,2,0,0,1,0,0,0,0,1,18000000000
11.1,11,1-clone,3,0,0,0,1,0,0,0,1,18000000000
11.11,11,1-clone,4,0,0,0,0,1,0,0,1,18000000000
11.12,11,1-clone,4,0,0,0,0,1,0,0,1,18000000000
11.13,11,1-clone,3,0,0,0,1,0,0,0,1,18000000000
11.14,11,1-clone,4,0,0,0,0,1,0,0,1,18000000000
11.15,11,1-clone,3,0,0,0,1,0,0,0,1,18000000000
11.16,11,1-clone,2,0,0,1,0,0,0,0,1,18000000000
11.17,11,1-clone,2,0,0,1,0,0,0,0,1,18000000000
11.18,11,1-clone,0,1,0,0,0,0,0,0,0,18000000000
11.19,11,1-clone,4,0,0,0,0,1,0,0,1,18000000000
11.2,11,1-clone,2,0,0,1,0,0,0,0,1,18000000000
11.21,11,1-clone,2,0,0,1,0,0,0,0,1,18000000000
11.22,11,1-clone,4,0,0,0,0,1,0,0,1,18000000000
11.23,11,1-clone,3,0,0,0,1,0,0,0,1,18000000000
11.24,11,1-clone,2,0,0,1,0,0,0,0,1,18000000000
12.1,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.2,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.3,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.4,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.5,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.6,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.7,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.8,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.9,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.1,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.11,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.12,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.13,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.14,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.15,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.16,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.17,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.18,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.19,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.2,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.21,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.22,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.23,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
12.24,12,1-clone,2,0,0,1,0,0,0,0,1,0.00E+00
.1.1,1,5-clone,2,0,0,1,0,0,0,0,1,3.00E+07
.1.2,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.1.3,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.1.4,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.1.5,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.1.6,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.1.7,1,5-clone,3,0,0,0,1,0,0,0,1,3.00E+07
.1.8,1,5-clone,3,0,0,0,1,0,0,0,1,3.00E+07
.1.9,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.1.10,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.1.11,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.1.12,1,5-clone,2,0,0,1,0,0,0,0,1,3.00E+07
.1.13,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.1.14,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.1.15,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.1.16,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.1.17,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.1.18,1,5-clone,3,0,0,0,1,0,0,0,1,3.00E+07
.1.19,1,5-clone,3,0,0,0,1,0,0,0,1,3.00E+07
.1.20,1,5-clone,3,0,0,0,1,0,0,0,1,3.00E+07
.1.21,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.1.22,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.1.23,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.1.24,1,5-clone,1,0,1,0,0,0,0,1,0,3.00E+07
.2.1,2,5-clone,1,0,1,0,0,0,0,1,0,2.60E+09
.2.2,2,5-clone,2,0,0,1,0,0,0,0,1,2.60E+09
.2.3,2,5-clone,1,0,1,0,0,0,0,1,0,2.60E+09
.2.4,2,5-clone,1,0,1,0,0,0,0,1,0,2.60E+09
.2.5,2,5-clone,1,0,1,0,0,0,0,1,0,2.60E+09
.2.6,2,5-clone,1,0,1,0,0,0,0,1,0,2.60E+09
.2.7,2,5-clone,3,0,0,0,1,0,0,0,1,2.60E+09
.2.8,2,5-clone,1,0,1,0,0,0,0,1,0,2.60E+09
.2.9,2,5-clone,1,0,1,0,0,0,0,1,0,2.60E+09
.2.10,2,5-clone,2,0,0,1,0,0,0,0,1,2.60E+09
.2.11,2,5-clone,1,0,1,0,0,0,0,1,0,2.60E+09
.2.12,2,5-clone,1,0,1,0,0,0,0,1,0,2.60E+09
.2.13,2,5-clone,3,0,0,0,1,0,0,0,1,2.60E+09
.2.14,2,5-clone,1,0,1,0,0,0,0,1,0,2.60E+09
.2.15,2,5-clone,1,0,1,0,0,0,0,1,0,2.60E+09
.2.16,2,5-clone,1,0,1,0,0,0,0,1,0,2.60E+09
.2.17,2,5-clone,3,0,0,0,1,0,0,0,1,2.60E+09
.2.18,2,5-clone,3,0,0,0,1,0,0,0,1,2.60E+09
.2.19,2,5-clone,3,0,0,0,1,0,0,0,1,2.60E+09
.2.20,2,5-clone,1,0,1,0,0,0,0,1,0,2.60E+09
.2.21,2,5-clone,1,0,1,0,0,0,0,1,0,2.60E+09
.2.22,2,5-clone,5,0,0,0,0,0,1,0,1,2.60E+09
.2.23,2,5-clone,1,0,1,0,0,0,0,1,0,2.60E+09
.2.24,2,5-clone,1,0,1,0,0,0,0,1,0,2.60E+09
.3.1,3,5-clone,1,0,1,0,0,0,0,1,0,5.20E+11
.3.2,3,5-clone,1,0,1,0,0,0,0,1,0,5.20E+11
.3.3,3,5-clone,0,1,0,0,0,0,0,0,0,5.20E+11
.3.4,3,5-clone,0,1,0,0,0,0,0,0,0,5.20E+11
.3.5,3,5-clone,0,1,0,0,0,0,0,0,0,5.20E+11
.3.6,3,5-clone,0,1,0,0,0,0,0,0,0,5.20E+11
.3.7,3,5-clone,0,1,0,0,0,0,0,0,0,5.20E+11
.3.8,3,5-clone,0,1,0,0,0,0,0,0,0,5.20E+11
.3.9,3,5-clone,1,0,1,0,0,0,0,1,0,5.20E+11
.3.10,3,5-clone,0,1,0,0,0,0,0,0,0,5.20E+11
.3.11,3,5-clone,0,1,0,0,0,0,0,0,0,5.20E+11
.3.12,3,5-clone,1,0,1,0,0,0,0,1,0,5.20E+11
.3.13,3,5-clone,1,0,1,0,0,0,0,1,0,5.20E+11
.3.14,3,5-clone,1,0,1,0,0,0,0,1,0,5.20E+11
.3.15,3,5-clone,1,0,1,0,0,0,0,1,0,5.20E+11
.3.16,3,5-clone,0,1,0,0,0,0,0,0,0,5.20E+11
.3.17,3,5-clone,0,1,0,0,0,0,0,0,0,5.20E+11
.3.18,3,5-clone,0,1,0,0,0,0,0,0,0,5.20E+11
.3.19,3,5-clone,0,1,0,0,0,0,0,0,0,5.20E+11
.3.20,3,5-clone,1,0,1,0,0,0,0,1,0,5.20E+11
.3.21,3,5-clone,1,0,1,0,0,0,0,1,0,5.20E+11
.3.22,3,5-clone,1,0,1,0,0,0,0,1,0,5.20E+11
.3.23,3,5-clone,1,0,1,0,0,0,0,1,0,5.20E+11
.3.24,3,5-clone,0,1,0,0,0,0,0,0,0,5.20E+11
.4.1,4,5-clone,3,0,0,0,1,0,0,0,1,1.20E+12
.4.2,4,5-clone,5,0,0,0,0,0,1,0,1,1.20E+12
.4.3,4,5-clone,1,0,1,0,0,0,0,1,0,1.20E+12
.4.4,4,5-clone,1,0,1,0,0,0,0,1,0,1.20E+12
.4.5,4,5-clone,3,0,0,0,1,0,0,0,1,1.20E+12
.4.6,4,5-clone,4,0,0,0,0,1,0,0,1,1.20E+12
.4.7,4,5-clone,2,0,0,1,0,0,0,0,1,1.20E+12
.4.8,4,5-clone,3,0,0,0,1,0,0,0,1,1.20E+12
.4.9,4,5-clone,2,0,0,1,0,0,0,0,1,1.20E+12
.4.10,4,5-clone,2,0,0,1,0,0,0,0,1,1.20E+12
.4.11,4,5-clone,2,0,0,1,0,0,0,0,1,1.20E+12
.4.12,4,5-clone,2,0,0,1,0,0,0,0,1,1.20E+12
.4.13,4,5-clone,1,0,1,0,0,0,0,1,0,1.20E+12
.4.14,4,5-clone,1,0,1,0,0,0,0,1,0,1.20E+12
.4.15,4,5-clone,1,0,1,0,0,0,0,1,0,1.20E+12
.4.16,4,5-clone,1,0,1,0,0,0,0,1,0,1.20E+12
.4.17,4,5-clone,2,0,0,1,0,0,0,0,1,1.20E+12
.4.18,4,5-clone,4,0,0,0,0,1,0,0,1,1.20E+12
.4.19,4,5-clone,2,0,0,1,0,0,0,0,1,1.20E+12
.4.20,4,5-clone,2,0,0,1,0,0,0,0,1,1.20E+12
.4.21,4,5-clone,4,0,0,0,0,1,0,0,1,1.20E+12
.4.22,4,5-clone,2,0,0,1,0,0,0,0,1,1.20E+12
.4.23,4,5-clone,2,0,0,1,0,0,0,0,1,1.20E+12
